file,label
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\eqpnxxliki.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\edghvpdkdo.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\hrtarlzjqi.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\yokjmkzsbx.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\axtszmzvat.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\arfqjhbpax.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\eonxnugdvo.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\jjkfvegcnx.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\kyebtgoqdg.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\nxylqxbxnz.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\btdjfsvmvz.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\rgegpilfvx.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\pmzpdrjsmq.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\xgpicdcbrc.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\zdyckloybc.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\avphttmbpx.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\vqjvtgaaqb.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\uriohazzqe.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\ellibnfrxj.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\xzvnnhzbqd.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\iomrpnpqyn.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\agvtpygfdc.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\qabreprhxg.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\gwvwbbfckb.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\wolrzmfong.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\wnovcuyuqi.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\cfaxqoasjl.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\dskfqergbt.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\nlktemafjx.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\obpqhzvrvf.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\sqsaiehvhb.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\ibcmyzqrdn.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cdfbhqgada.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\gtpbsniqon.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\todvzqzwit.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\bllhfrgbza.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\anznojhdjf.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\tbwmfvprzy.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\avenlmlmtn.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\sfqbvdhifm.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\mqdtlaeqsu.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\ekwfirmggp.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\gbhaewrojh.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\dwvhonewys.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\hmywawbhvc.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\togfsvdkax.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\qnntfbdyqq.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\gwhirvvovr.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\mtnahwfzjr.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\rlilafvfjm.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\eyvsgkwrkj.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\dywkdfclzy.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\qzjfpupvfo.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\xpehzjgxal.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\eqnqdhgskm.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\zviyfullci.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\htrfewqkrr.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\jqekzibtwn.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\zdbejgoqzy.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\qgrqnyiinn.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\mvyruzyska.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\lfvobvqbdn.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\ditutizgrn.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\ucgzjcoxyo.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\pmsdftutgm.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\vwzihtdkcp.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\hqzuuxfnhx.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\yrlogqcteq.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\knqhpwoigk.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\epinsihsxf.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cwdzbjmsrj.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\vrjrxtofbx.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\vipkguihza.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\eciygjkaco.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\uchzxjmkgi.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\bwtyeeplxj.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bmnolajvus.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\pdkaffjxtx.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\gfjqirgmlo.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\domhbvrfyc.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\uzrsmulqll.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\crxnkfunvm.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\ypmgblojth.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\mzjhuztfed.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\xexqjemxyq.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bcipimmnmv.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\uuotyjxvod.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\ktczmqezyp.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\fxeuoygimr.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cutabgeoaf.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\kvqhkpkbwd.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\ntnmovxbyt.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\mdbohaixtf.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bxtlknuwkz.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\ompjlvbtmw.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\ealfplhqdz.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\cdgrttukjn.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\qywkfrpfii.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\dfpwzhovnb.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\ejwvqbeyef.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\zwkeeczvam.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\haqhhmprto.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\ybkqykotud.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\fpqrtbbcpv.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\pkjmnwfcig.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\egscejrtnp.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cahtimcmlt.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\xsxdnmzawz.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\pkumyfdkga.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\gvuvdhzcqu.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\sewkrjtill.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\navoiyfxpr.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\vzsbpfzmpr.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\fldpkataqk.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\xpwzoebyho.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\cdgveexocr.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\czhkwernpi.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\qohooxdwvh.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\cvuiocbcbz.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\qawbflilul.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\oikhytmnol.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\rltsrqhbff.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\hexyjykhvk.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\twgobosowv.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\hwaxcxpfxl.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\iutieugpqx.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\sayyjwtjol.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\puudvugxrl.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bzhksoaxbm.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\acyvmvapdl.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bqzlymwvak.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bnjnsrammj.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\aczofflgti.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\mclhnurizg.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\nrknrodwza.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\rcjyfjozsp.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\uratvdiptg.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\byqugsmtxr.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\abfvpzjkwr.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bvufynfwom.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\axlzaoxpcs.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bjaubcuqcl.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bwavhbqlew.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cspsmrguki.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bgqvaldacu.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\afvufvldvx.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\aqywnbekqk.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cfpydwmroe.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\xobjrvpdzt.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cmewuiizwx.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cshdgzvfpe.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\crervajrku.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bagkzlffuh.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\lnfmifgbde.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cgbmnbeazo.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cwqauxqvfw.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\ckutryryek.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cjfcqpeycp.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\lsgtnrwehr.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cluedbizkn.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\abiodyryai.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\ayaquhexqz.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\ownaiohdwx.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\adgveaibmt.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bzzoylchma.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\ggxvpmqrar.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\bsjezfsydc.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\hshpnnxnyh.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cqadfjmclr.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\amztmezqgh.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\arziusrlal.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\daflehvuam.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cibkroqtxz.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cclkwtadow.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\caemhpqbcd.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cajdcwtfui.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\clvtrdioyp.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\auydsalswy.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\dxlpzbiajj.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\xkrrmawgaz.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bzaukiurar.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\avptoyibqd.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cquygcocfz.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\babekszsfg.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bqkjvmuhkq.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\yfxvjewtjq.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\asvroyjehl.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\lcvwsdrhzh.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\kmyrnchata.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bpttffvedn.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\nnfwfojmri.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bnynincvkz.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\awmeoatyyy.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bsjubsobtp.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\rhlbxcznio.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cxuzbxfwst.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\pmkolnffvt.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bamtobqvtx.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bzuszivgau.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cncmotjhsc.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\anvbwbcwiq.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cqevoiruai.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\gevbsktxjk.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\lezkxyytil.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\boobpetndu.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\hajgwuytzh.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\mlapkogbzz.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\rbvcifizzm.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\aczigtxrgf.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\skkzgucmdv.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bxnnbryvwj.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\aesicqmigv.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bfbpgqcfwi.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\aqiwuvxump.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\ipryudzonr.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\rpcueyycgm.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bziekeavpv.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cvcgyphqfh.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bqiivuyign.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\imbhofyohf.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\ajozokmfyd.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\phtwqvezao.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cugflmdnrp.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\ofwjwemovw.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bfhgudaysl.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cgdixdaaql.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\ebpcpykogz.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\caocfxbmjj.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cdcaedaavn.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\kdbvbybhvz.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bneqwtomed.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\ctckdmusun.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\boamzvextx.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\byyyvzsaet.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\axbffpjqpj.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\rbnfvqyses.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\clsuuljblu.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bkkdcgdoya.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\wiaiztlfzg.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\jpghekbgdy.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\tvihzkjdmm.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\ciytftuwfp.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bekuilzxxn.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\bieuiqiqwj.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cqzpcuukhp.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\tesqddrvcp.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\csikkbsnia.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bmgcyjggxe.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\qfhmrgssju.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\bqiztwtgcu.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\arxngsfysd.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bcvisrvzak.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\afxafafvae.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bqqaetrjss.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\aeuyruleqo.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\uyauzwkvpz.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\awnirdhpua.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\czemufjhkl.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\uakcetqnvc.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\qdofrrdnim.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\nduwcnqkvy.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\kcwrqqzvsy.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\nbmlalfmaj.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\qkaafsvwxs.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\fzegrgsdky.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\bszybpoibo.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cljzmyuity.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bsvwmqamfn.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cjfwxrtjdc.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\nvvghjfiqq.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\aqjwkkbklt.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cdqprcsdsw.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\smigbfmhew.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\chcdlbscoh.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cnjzvuvdrg.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\dmtsxclujy.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\csdqvhefzs.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\crgoxxvpxp.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\epxxazhprp.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\cplbyzaslf.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bwmhmjdpbh.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\pgybuuxxip.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\afdblocyhi.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\aodgtudnun.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\atedadvxfr.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\ckrafhjqpz.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bgduhdhubv.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bauutjqiow.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\nxosnovbjl.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bpwgtgahcv.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\bdnwuzgaew.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\pmciwmkszl.mp4,REAL
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\hvplvgwjzt.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\aujxjbehuz.mp4,FAKE
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\aqemytasjc.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\sfyjropdvy.mp4,REAL
D:\major project\dataset\face only\DFDC_FAKE_Face_only_data\ccpydpqsam.mp4,FAKE
D:\major project\dataset\face only\DFDC_REAL_Face_only_data\pyttfccelg.mp4,REAL
